S.NO.,REFUND DATE,"IRCTC ORDER NO.","BANK BOOKING REF.NO.","BANK REFUND REF.NO.","REFUND AMOUNT",DEBITED ON,"CUST.ACC.NO.",REMARKS
224,20-Jan-2024,100004740421433,869244824548407,1546252,1265.75,23-Jan-2024,,
225,20-Jan-2024,100004740459297,950523824549268,1546253,1395.75,23-Jan-2024,,
226,20-Jan-2024,100004740469599,105453824552246,1546254,1560.4,23-Jan-2024,,
227,20-Jan-2024,100004740593909,132053824604193,1546255,443.05,23-Jan-2024,,
228,20-Jan-2024,100004740683380,700362824603978,1546256,502.7,23-Jan-2024,,
229,20-Jan-2024,100004740704795,211879824609075,1546257,2298.4,23-Jan-2024,,
230,20-Jan-2024,100004740732888,127968824616546,1546258,968.05,23-Jan-2024,,
231,20-Jan-2024,100004740782523,722642824612881,1546259,933.05,23-Jan-2024,,
232,20-Jan-2024,100004740946086,147581824653494,1546260,2048.4,23-Jan-2024,,
233,20-Jan-2024,100004741878345,103488825157227,1546261,103.05,23-Jan-2024,,
234,13-Jan-2024,100004460880313,212229753950191,1546327,380,23-Jan-2024,,
